city,timestamp,pm25,pm10,no2,aqi,anomaly_score,severity
Sydney,2025-09-18 19:21:22.505492,1.0,1.49,76.08,4.2,-0.009213600549553447,Medium
Sydney,2025-09-19 07:21:22.505492,1.0,1.74,64.48,4.2,-0.032155814110688796,Medium
Sydney,2025-10-05 19:21:22.505492,1.0,1.55,73.55,4.2,-0.03475641412015662,Medium
Sydney,2025-10-18 13:21:22.505492,5.4,8.49,74.37,22.5,-0.024087306709995593,Medium
Sydney,2025-10-31 07:21:22.505492,1.0,1.65,0.0,4.2,-0.016174397351758962,Medium
Sydney,2025-11-07 01:21:22.505492,1.0,1.4,35.8,4.2,-0.016719181183362797,Medium
Sydney,2025-11-11 01:21:22.505492,1.0,1.79,72.62,4.2,-0.0005096705473769392,Medium
Sydney,2025-11-16 13:21:22.505492,5.9,9.05,61.02,24.6,-0.009697163525899,Medium
Sydney,2025-11-20 07:21:22.505492,1.29,2.03,61.27,5.4,-0.014437542485090993,Medium
Sydney,2025-11-29 07:21:22.505492,1.0,1.65,73.0,4.2,-0.023112782457321623,Medium
Sydney,2025-12-03 07:21:22.505492,6.19,9.17,53.62,25.8,-0.0017053322779624347,Medium
Sydney,2025-12-04 01:21:22.505492,1.0,1.78,83.84,4.2,-0.015033171256024658,Medium
Sydney,2025-12-11 01:21:22.505492,1.0,1.63,58.29,4.2,-0.03344715749811855,Medium
Sydney,2025-12-26 13:21:22.505492,12.38,20.46,12.79,51.6,-0.0020309527336878075,Medium
Sydney,2026-01-28 19:21:22.505492,6.53,10.17,79.87,27.2,-0.0021151043010286807,Medium
Sydney,2026-02-21 01:21:22.505492,8.09,12.39,75.02,33.7,-0.010015610591000979,Medium
Sydney,2026-03-26 01:21:22.505492,13.17,23.67,10.3,53.2,-0.03049766393103137,Medium
Toronto,2025-07-30 01:21:22.505492,5.36,8.28,12.65,22.3,-0.003991749996964611,Medium
Toronto,2025-08-06 13:21:22.505492,16.08,24.57,0.0,59.4,-0.005612131706014933,Medium
Toronto,2025-09-02 19:21:22.505492,1.0,1.44,20.87,4.2,-0.0167754761176081,Medium
Toronto,2025-10-01 01:21:22.505492,1.0,1.45,64.98,4.2,-0.005698235717079503,Medium
Toronto,2025-10-05 19:21:22.505492,1.0,1.43,46.22,4.2,-0.005754919732897323,Medium
Toronto,2025-10-16 01:21:22.505492,1.0,1.79,60.77,4.2,-0.028332741275737372,Medium
Toronto,2025-10-20 01:21:22.505492,1.0,1.67,13.6,4.2,-0.0030439331317460017,Medium
Toronto,2025-10-24 19:21:22.505492,1.0,1.54,70.56,4.2,-0.030581498522933348,Medium
Toronto,2025-11-14 01:21:22.505492,1.0,1.42,10.21,4.2,-0.015239723846067088,Medium
Toronto,2025-11-25 07:21:22.505492,4.49,7.83,86.2,18.7,-0.0036063265480746898,Medium
Toronto,2025-11-30 01:21:22.505492,1.0,1.66,67.37,4.2,-0.0033451115394892428,Medium
Toronto,2025-12-06 07:21:22.505492,7.78,11.37,82.83,32.4,-0.014057707797411334,Medium
Toronto,2025-12-17 01:21:22.505492,1.0,1.7,80.2,4.2,-0.0011392774410741158,Medium
Toronto,2026-01-20 01:21:22.505492,2.66,3.88,38.53,11.1,-0.003500132925428945,Medium
Toronto,2026-04-07 01:21:22.505492,13.97,20.32,68.34,54.9,-0.017791731822213608,Medium
Toronto,2026-04-16 01:21:22.505492,20.64,32.27,12.11,69.0,-0.006964736946372008,Medium
Toronto,2026-05-15 13:21:22.505492,35.86,53.57,7.77,101.9,-0.003866390957999788,Medium
Berlin,2025-06-14 19:21:22.505492,16.65,28.51,30.01,60.6,-0.002961486921436274,Medium
Berlin,2025-07-08 07:21:22.505492,17.78,28.45,73.93,63.0,-0.0175930238961427,Medium
Berlin,2025-08-10 13:21:22.505492,19.29,27.4,68.49,66.1,-0.005364231187888313,Medium
Berlin,2025-09-05 13:21:22.505492,11.84,20.32,17.18,49.3,-0.010169298016650452,Medium
Berlin,2025-09-06 07:21:22.505492,2.86,4.04,14.21,11.9,-0.008857235080338421,Medium
Berlin,2025-09-08 07:21:22.505492,8.01,11.42,24.51,33.4,-0.00028622100190878186,Medium
Berlin,2025-10-11 13:21:22.505492,11.7,18.87,6.08,48.8,-0.008520536113263533,Medium
Berlin,2025-10-11 19:21:22.505492,1.0,1.64,45.07,4.2,-0.0003387016933961151,Medium
Berlin,2025-11-04 01:21:22.505492,1.0,1.78,18.6,4.2,-0.003015653352655301,Medium
Berlin,2025-11-18 01:21:22.505492,1.0,1.58,1.85,4.2,-0.02221232602343104,Medium
Berlin,2025-12-05 19:21:22.505492,2.04,3.64,2.85,8.5,-0.014655689104721814,Medium
Berlin,2025-12-13 19:21:22.505492,4.4,6.85,68.97,18.3,-0.001455130732988752,Medium
Berlin,2025-12-17 01:21:22.505492,1.0,1.52,51.74,4.2,-0.003407978027555214,Medium
Berlin,2025-12-20 19:21:22.505492,5.42,9.1,84.19,22.6,-0.019211264428343866,Medium
Berlin,2026-01-20 01:21:22.505492,5.4,7.79,79.38,22.5,-0.016884462268460743,Medium
Berlin,2026-01-31 19:21:22.505492,13.43,20.25,69.14,53.8,-0.006018844838112436,Medium
Berlin,2026-04-17 19:21:22.505492,24.73,39.39,5.12,77.6,-0.0013501088971271669,Medium
Seoul,2025-08-22 01:21:22.505492,83.69,123.88,7.9,165.6,-0.02339716247452206,Medium
Seoul,2025-09-21 01:21:22.505492,5.94,10.1,0.0,24.8,-0.006641829624184914,Medium
Seoul,2025-12-27 01:21:22.505492,19.21,32.5,3.99,65.9,-0.034697771572594904,Medium
Seoul,2026-01-17 13:21:22.505492,114.76,196.93,20.66,181.6,-0.006724258519566484,Medium
Seoul,2026-03-04 13:21:22.505492,63.25,105.3,10.17,155.0,-0.0056226820511193765,Medium
Seoul,2026-04-16 07:21:22.505492,107.68,187.06,35.46,177.9,-0.011033496355999262,Medium
